granter_ministry,grant_date,grant_month,grant_year,amount,grantee_clean,grantee,grantee_detail,grantee_jcn,description,grant_name,grant_type,npo_type,admin_division,filename
MHLW,2017-10-23,2017 Oct,2017,8100000,日本助産師会,公益社団法人日本助産師会,公益社団法人日本助産師会,9010505001599,平成29年度医療関係者研修費等補助金（看護職員確保対策特別事業）,"（項）医療従事者等確保対策費
　（目）医療関係者研修費等補助金",Subsidy,NA,国認定,h29_youshiki1
MHLW,2017-10-23,2017 Oct,2017,2000000,全国助産師教育協議会,公益社団法人全国助産師教育協議会,公益社団法人全国助産師教育協議会,6010505001775,平成29年度医療関係者研修費等補助金（看護職員確保対策特別事業）,"（項）医療従事者等確保対策費
　（目）医療関係者研修費等補助金",Subsidy,NA,国認定,h29_youshiki1
MHLW,2017-10-23,2017 Oct,2017,2000000,全日本病院協会,公益社団法人全日本病院協会,公益社団法人全日本病院協会,9010005003096,平成29年度医療関係者研修費等補助金（看護職員確保対策特別事業）,"（項）医療従事者等確保対策費
　（目）医療関係者研修費等補助金",Subsidy,NA,国認定,h29_youshiki1
MHLW,2017-10-25,2017 Oct,2017,10000000,日本社会福祉士会,公益社団法人日本社会福祉士会,公益社団法人日本社会福祉士会,3011105003553,平成29年度生活困窮者就労準備支援事業費等補助金（社会福祉推進事業分）,"（項）生活保護等対策費
　（目）生活困窮者就労準備支援事業費等補助金",Subsidy,NA,国認定,h29_youshiki1
MHLW,2017-11-02,2017 Nov,2017,33808000,日本臨床腫瘍学会,公益社団法人日本臨床腫瘍学会,公益社団法人日本臨床腫瘍学会,1010405012753,平成２９年度がんのゲノム医療従事者研修事業委託費,"（項）健康増進対策費
　（目）衛生関係指導者養成等委託費",Subsidy,NA,国認定,h29_youshiki1
MHLW,2017-11-06,2017 Nov,2017,6588000,東京慈恵会,公益社団法人東京慈恵会,公益社団法人東京慈恵会,4010405010507,平成29年度医療関係者研修費等補助金（看護教員教務主任養成講習会）,"（項）医療従事者資質向上対策費
　（目）医療関係者研修費等補助金",Subsidy,NA,国認定,h29_youshiki1
MHLW,2017-11-14,2017 Nov,2017,9947000,日本栄養士会,公益社団法人日本栄養士会,公益社団法人日本栄養士会,7010005003552,栄養ケア活動支援整備事業,"（項）健康増進対策費
　（目）疾病予防対策事業費等補助金",Subsidy,NA,国認定,h29_youshiki1
MHLW,2017-11-21,2017 Nov,2017,110319000,エイズ予防財団,公益財団法人エイズ予防財団,公益財団法人エイズ予防財団,9010005016602,平成29年度厚生労働科学研究費補助金（エイズ対策政策研究事業）,"（項）厚生労働調査研究等推進費
　（目）厚生労働科学研究費補助金",Subsidy,NA,国認定,h29_youshiki1
MHLW,2017-11-27,2017 Nov,2017,161933000,テクノエイド協会,公益財団法人テクノエイド協会,公益財団法人テクノエイド協会,9011105004959,地域生活支援事業費補助金及び障害者総合支援事業費補助金（障害者自立支援機器等開発促進事業分）,"（項）障害保健福祉費
　（目）障害者総合支援事業費補助金",Subsidy,NA,国認定,h29_youshiki1
MHLW,2017-11-27,2017 Nov,2017,7922000,テクノエイド協会,公益財団法人テクノエイド協会,公益財団法人テクノエイド協会,9011105004959,視覚障害者用図書事業等委託費,"（項）障害保健福祉費
　（目）身体障害者福祉促進事業委託費",Subsidy,NA,国認定,h29_youshiki1
MHLW,2017-12-01,2017 Dec,2017,25075000,日本介護福祉士会,公益社団法人日本介護福祉士会,公益社団法人日本介護福祉士会,1010405002639,生活困窮者就労準備支援事業費等補助金,"（項）生活保護等対策費
　（目）生活困窮者就労準備支援事業費等補助金",Subsidy,NA,国認定,h29_youshiki1
MHLW,2017-12-04,2017 Dec,2017,156000,国民健康保険中央会,公益社団法人国民健康保険中央会,公益社団法人国民健康保険中央会,2010005018852,高齢者医療制度円滑運営事業費補助金,"（項）医療保険給付諸費
　（目）高齢者医療制度円滑運営事業費補助金",Subsidy,NA,国認定,h29_youshiki1
MHLW,2017-12-04,2017 Dec,2017,604305000,国民健康保険中央会,公益社団法人国民健康保険中央会,公益社団法人国民健康保険中央会,2010005018852,高齢者医療制度円滑運営事業費補助金（システム改修分）,"（項）医療保険給付諸費
　（目）高齢者医療制度円滑運営事業費補助金",Subsidy,NA,国認定,h29_youshiki1
MHLW,2017-12-14,2017 Dec,2017,3026000,星総合病院,公益財団法人星総合病院,公益財団法人星総合病院,5380005002486,平成29年度医療関係者研修費等補助金（看護師の特定行為に係る指定研修機関運営事業）,"（項）医療従事者資質向上対策費
　（目）医療関係者研修費等補助金",Subsidy,NA,国認定,h29_youshiki1
MHLW,2017-12-14,2017 Dec,2017,5716000,地域医療振興協会,公益社団法人地域医療振興協会,公益社団法人地域医療振興協会,2010005014562,平成29年度医療関係者研修費等補助金（看護師の特定行為に係る指定研修機関運営事業）,"（項）医療従事者資質向上対策費
　（目）医療関係者研修費等補助金",Subsidy,NA,国認定,h29_youshiki1
MHLW,2017-12-14,2017 Dec,2017,753000,脳血管研究所附属美原記念病院,公益財団法人脳血管研究所附属美原記念病院,公益財団法人脳血管研究所附属美原記念病院,9070005008338,平成29年度医療関係者研修費等補助金（看護師の特定行為に係る指定研修機関運営事業）,"（項）医療従事者資質向上対策費
　（目）医療関係者研修費等補助金",Subsidy,NA,国認定,h29_youshiki1
MHLW,2017-12-20,2017 Dec,2017,456050000,日本骨髄バンク,"公益財団法人日本骨髄バンク
","公益財団法人日本骨髄バンク
",7010005018682,移植対策（造血幹細胞）事業費補助金,"（項）移植医療推進費
　（目）移植対策事業費補助金",Subsidy,NA,国認定,h29_youshiki1
MHLW,2018-01-10,2018 Jan,2018,1500000,全日本病院協会,公益社団法人全日本病院協会,公益社団法人全日本病院協会,9010005003096,平成29年度医療関係者研修費等補助金（看護職員確保対策特別事業),"（項）医療従事者等確保対策費
　（目）医療関係者研修費等補助金",Subsidy,NA,国認定,h29_youshiki1
MHLW,2018-01-10,2018 Jan,2018,1996000,日本看護協会,公益社団法人日本看護協会,公益社団法人日本看護協会,3011005003380,平成29年度医療関係者研修費等補助金（看護職員確保対策特別事業),"（項）医療従事者等確保対策費
　（目）医療関係者研修費等補助金",Subsidy,NA,国認定,h29_youshiki1
MHLW,2018-01-19,2018 Jan,2018,35747000,日本看護協会,公益社団法人日本看護協会,公益社団法人日本看護協会,3011005003380,平成29年度医療関係者研修費等補助金（看護師の特定行為に係る指定研修機関運営事業）,"（項）医療従事者資質向上対策費
　（目）医療関係者研修費等補助金",Subsidy,NA,国認定,h29_youshiki1
MHLW,2018-01-24,2018 Jan,2018,3955000,がん研究会有明病院,公益財団法人がん研究会　有明病院,公益財団法人がん研究会　有明病院,1010605002372,感染症予防事業費等国庫負担(補助)金,"（項）健康増進対策費
　（目）疾病予防対策事業費等補助金",Subsidy,NA,国認定,h29_youshiki1
MHLW,2017-07-04,2017 Jul,2017,3384000,全国ビルメンテナンス協会,公益社団法人全国ビルメンテナンス協会,公益社団法人全国ビルメンテナンス協会,5011505001527,技能向上対策費補助金（指定試験機関費）,"（項）職業能力開発強化費
　（目）技能向上対策費補助金",Subsidy,NA,国認定,h29_youshiki1
MHLW,2018-02-07,2018 Feb,2018,568600000,国民健康保険中央会,公益社団法人国民健康保険中央会,公益社団法人国民健康保険中央会,2010005018852,平成29年度高齢者医療制度円滑運営事業費補助金（システム改修分）（国民健康保険分）,"（項）医療保険給付諸費
　（目）高齢者医療制度円滑運営事業費補助金",Subsidy,NA,国認定,h29_youshiki1
MHLW,2017-07-25,2017 Jul,2017,1194917000,国民健康保険中央会,公益社団法人国民健康保険中央会,公益社団法人国民健康保険中央会,2010005018852,平成29年度（平成28年度からの繰越分）高齢者医療制度円滑運営事業費補助金（国民健康保険分）,"（項）医療保険給付諸費
　（目）高齢者医療制度円滑運営事業費補助金",Subsidy,NA,国認定,h29_youshiki1
MHLW,2018-02-14,2018 Feb,2018,31418000,日本小児科医会,公益社団法人日本小児科医会,公益社団法人日本小児科医会,3011105004840,医療施設運営費等補助金（小児救急電話相談情報収集分析事業）,"（項）医療提供体制確保対策費
　（目）医療施設運営費等補助金",Subsidy,NA,国認定,h29_youshiki1
MHLW,2018-02-14,2018 Feb,2018,43882000,国民健康保険中央会,公益社団法人国民健康保険中央会,公益社団法人国民健康保険中央会,2010005018852,平成29年度社会保障・税番号制度システム整備費補助金（中間サーバー分）,"（項）社会保障・税番号活用推進費
　（目）社会保障・税番号制度システム整備費補助金",Subsidy,NA,国認定,h29_youshiki1
MHLW,2018-02-19,2018 Feb,2018,3522297000,国民健康保険中央会,公益社団法人国民健康保険中央会,公益社団法人国民健康保険中央会,2010005018852,平成29年度（平成28年度からの繰越分）国民健康保険制度関係業務準備事業費補助金,"（項）医療保険給付諸費
　（目）国民健康保険制度関係業務準備事業費補助金",Subsidy,NA,国認定,h29_youshiki1
MHLW,2018-02-19,2018 Feb,2018,856140000,国民健康保険中央会,公益社団法人国民健康保険中央会,公益社団法人国民健康保険中央会,2010005018852,平成29年度国民健康保険制度関係業務準備事業費補助金（国保標準事務処理システムの構築に係る事業）,"（項）医療保険給付諸費
　（目）国民健康保険制度関係業務準備事業費補助金",Subsidy,NA,国認定,h29_youshiki1
MHLW,2017-07-11,2017 Jul,2017,2640747000,国民健康保険中央会,公益社団法人国民健康保険中央会,公益社団法人国民健康保険中央会,2010005018852,障害者自立支援給付支払システム事業費等補助金,"（項）障害保健福祉費
　（目）障害者総合支援事業費補助金　",Subsidy,NA,国認定,h29_youshiki1
MHLW,2018-02-26,2018 Feb,2018,36071000,結核予防会,公益財団法人結核予防会,公益財団法人結核予防会,2010005015593,保健衛生施設等施設・設備整備費国庫補助金,"（項）地域保健対策費
　（目）保健衛生施設等設備整備費補助金",Subsidy,NA,国認定,h29_youshiki1
MHLW,2018-02-26,2018 Feb,2018,38750000,結核予防会,公益財団法人結核予防会,公益財団法人結核予防会,2010005015593,保健衛生施設等施設・設備整備費国庫補助金,"（項）保健衛生施設整備費
　（目）保健衛生施設等施設整備費補助金",Subsidy,NA,国認定,h29_youshiki1
MHLW,2018-02-27,2018 Feb,2018,12721000,関西カウンセリングセンタ-,公益財団法人関西カウンセリングセンター,公益財団法人関西カウンセリングセンター,3120005003553,自殺防止対策事業,"（項）障害保健福祉費
　（目）地域自殺対策強化交付金",Subsidy,NA,国認定,h29_youshiki1
MHLW,2017-09-27,2017 Sep,2017,709202000,国民健康保険中央会,公益社団法人国民健康保険中央会,公益社団法人国民健康保険中央会,2010005018852,介護保険事業費補助金,"（項）介護保険制度運営推進費
　（目）介護保険事業費補助金",Subsidy,NA,国認定,h29_youshiki1
MHLW,2018-01-30,2018 Jan,2018,2191346000,国民健康保険中央会,公益社団法人国民健康保険中央会,公益社団法人国民健康保険中央会,2010005018852,平成29年度（平成28年度からの繰越分）介護保険事業費補助金,"（項）介護保険制度運営推進費
　（目）介護保険事業費補助金",Subsidy,NA,国認定,h29_youshiki1
MHLW,2017-11-21,2017 Nov,2017,662006000,国民健康保険中央会,公益社団法人国民健康保険中央会,公益社団法人国民健康保険中央会,2010005018852,平成29年度後期高齢者医療制度関係業務事業費補助金,"（項）医療保険給付諸費
　（目）後期高齢者医療制度関係業務事業費補助金",Subsidy,NA,国認定,h29_youshiki1
MHLW,2018-03-06,2018 Mar,2018,241544000,国民健康保険中央会,公益社団法人国民健康保険中央会,公益社団法人国民健康保険中央会,2010005018852,平成29年度国民健康保険制度関係業務準備事業費補助金（その他制度改正に伴い必要となる事業）,"（項）医療保険給付諸費
　（目）国民健康保険制度関係業務準備事業費補助金",Subsidy,NA,国認定,h29_youshiki1
MHLW,2017-11-13,2017 Nov,2017,1903653000,国民健康保険中央会,公益社団法人国民健康保険中央会,公益社団法人国民健康保険中央会,2010005018852,平成29年度高齢者医療制度円滑運営事業費補助金（システム改修分）,"（項）医療保険給付諸費
　（目）高齢者医療制度円滑運営事業費補助金",Subsidy,NA,国認定,h29_youshiki1
MHLW,2017-07-27,2017 Jul,2017,1065468000,国民健康保険中央会,公益社団法人国民健康保険中央会,公益社団法人国民健康保険中央会,2010005018852,平成29年度（平成28年度からの繰越分）高齢者医療制度円滑運営事業費補助金,"（項）医療保険給付諸費
　（目）高齢者医療制度円滑運営事業費補助金",Subsidy,NA,国認定,h29_youshiki1
MHLW,2017-10-13,2017 Oct,2017,298738000,全国生活衛生営業指導センタ-,公益財団法人全国生活衛生営業指導センター,公益財団法人全国生活衛生営業指導センター,6010405002766,平成２９年度生活衛生関係営業対策事業費補助金,"（項）生活衛生対策費
　（目）生活衛生関係営業対策事業費補助金",Subsidy,NA,国認定,h29_youshiki1
MHLW,2017-07-06,2017 Jul,2017,141506000,予防接種リサ-チセンタ-,公益財団法人予防接種リサーチセンター,公益財団法人予防接種リサーチセンター,9010005018540,平成29年度予防接種健康被害者保健福祉相談事業費補助金,"（項）感染症対策費
　（目）予防接種対策費補助金",Subsidy,NA,国認定,h29_youshiki1
MHLW,2017-12-04,2017 Dec,2017,631189000,国民健康保険中央会,公益社団法人国民健康保険中央会,公益社団法人国民健康保険中央会,2010005018852,高齢者医療制度円滑運営事業費補助金,"（項）医療保険給付諸費
　（目）高齢者医療制度円滑運営事業費補助金",Subsidy,NA,国認定,h29_youshiki1
MHLW,2017-10-25,2017 Oct,2017,1191653000,国民健康保険中央会,公益社団法人国民健康保険中央会,公益社団法人国民健康保険中央会,2010005018852,平成29年度国民健康保険団体連合会等補助金,"（項）医療保険給付諸費
　（目）国民健康保険団体連合会等補助金",Subsidy,NA,国認定,h29_youshiki1
MHLW,2018-03-26,2018 Mar,2018,2090000,大阪府看護協会,公益社団法人大阪府看護協会,公益社団法人大阪府看護協会,7120005015165,平成29年度医療関係者研修費等補助金（看護師の特定行為に係る研修機関導入促進支援事業）,"（項）医療従事者資質向上対策費
　（目）医療関係者研修費等補助金",Subsidy,NA,国認定,h29_youshiki1
MHLW,2018-03-26,2018 Mar,2018,23878000,国民健康保険中央会,公益社団法人国民健康保険中央会,公益社団法人国民健康保険中央会,2010005018852,平成29年度（平成28年度からの繰越分）社会保障・税番号制度システム整備費補助金,"（項）社会保障・税番号活用推進費
　（目）社会保障・税番号制度システム整備費補助金",Subsidy,NA,国認定,h29_youshiki1
MAFF,2017-04-03,2017 Apr,2017,9057223000,国際農林業協働協会,公益社団法人国際農林業協働協会,公益社団法人国際農林業協働協会,8010405002616,緊急食糧支援事業,緊急食糧支援事業費補助金,Subsidy,NA,国認定,h29_youshiki1
MAFF,2017-04-03,2017 Apr,2017,519541000,海外漁業協力財団,公益財団法人海外漁業協力財団,公益財団法人海外漁業協力財団,6010405010447,海外漁業協力強化支援事業,政府開発援助食料安全保障確立対策事業費補助金,Subsidy,NA,国認定,h29_youshiki1
MAFF,2017-04-03,2017 Apr,2017,1000000,全国豊かな海づくり推進協会,公益社団法人全国豊かな海づくり推進協会,公益社団法人全国豊かな海づくり推進協会,8010005003106,平成２９年度水産関係民間団体事業／資源管理指針等高度化推進事業,水産資源回復対策事業費補助金,Subsidy,NA,国認定,h29_youshiki1
MAFF,2017-04-03,2017 Apr,2017,76776000,全国豊かな海づくり推進協会,公益社団法人全国豊かな海づくり推進協会,公益社団法人全国豊かな海づくり推進協会,8010005003106,平成２９年度水産関係民間団体事業／栽培漁業総合推進事業,水産資源回復対策事業費補助金,Subsidy,NA,国認定,h29_youshiki1
MAFF,2017-04-03,2017 Apr,2017,25195000,海と渚環境美化・油濁対策機構,公益財団法人海と渚環境美化・油濁対策機構,公益財団法人海と渚環境美化・油濁対策機構,5010005000139,平成２９年度水産関係民間団体事業／漁場油濁被害対策事業,水産資源回復対策事業費補助金,Subsidy,NA,国認定,h29_youshiki1
MAFF,2017-04-03,2017 Apr,2017,14459000,海と渚環境美化・油濁対策機構,公益財団法人海と渚環境美化・油濁対策機構,公益財団法人海と渚環境美化・油濁対策機構,5010005000139,平成２９年度水産関係民間団体事業／漁業系廃棄物対策促進事業,漁業経営安定対策事業費補助金,Subsidy,NA,国認定,h29_youshiki1
MAFF,2017-04-03,2017 Apr,2017,800000000,日本水産資源保護協会,国産水産物流通促進センター（代表機関：公益社団法人日本水産資源保護協会）,国産水産物流通促進センター（代表機関：公益社団法人日本水産資源保護協会）,1010005004102,平成２９年度水産関係民間団体事業／国産水産物流通促進事業,水産物加工・流通等対策事業費補助金,Subsidy,NA,国認定,h29_youshiki1
MAFF,2017-04-03,2017 Apr,2017,273173000,水産物安定供給推進機構,公益財団法人水産物安定供給推進機構,公益財団法人水産物安定供給推進機構,6010005000146,平成２９年度水産関係民間団体事業／国産水産物安定供給セーフティネット事業／漁業経営等安定水産物供給平準化事業,水産物加工・流通等対策事業費補助金,Subsidy,NA,国認定,h29_youshiki1
MAFF,2017-04-04,2017 Apr,2017,4676405000,農林水産長期金融協会,公益財団法人農林水産長期金融協会,公益財団法人農林水産長期金融協会,7010005003899,農業経営基盤強化資金利子助成金等交付事業,農業経営金融支援対策費補助金,Subsidy,NA,国認定,h29_youshiki1
MAFF,2017-04-04,2017 Apr,2017,1351208000,農林水産長期金融協会,公益財団法人農林水産長期金融協会,公益財団法人農林水産長期金融協会,7010005003899,農業経営基盤強化資金利子助成金等交付事業,農業経営金融支援対策費補助金,Subsidy,NA,国認定,h29_youshiki1
MAFF,2017-04-11,2017 Apr,2017,80719000,農林水産長期金融協会,公益財団法人農林水産長期金融協会,公益財団法人農林水産長期金融協会,7010005003899,漁業経営基盤強化金融支援事業,漁業経営維持安定資金利子補給等補助金,Subsidy,NA,国認定,h29_youshiki1
MAFF,2017-04-20,2017 Apr,2017,300000000,海外漁業協力財団,公益財団法人海外漁業協力財団・一般社団法人大日本水産会共同企業体（代表機関：公益財団法人海外漁業協力財団）,公益財団法人海外漁業協力財団・一般社団法人大日本水産会共同企業体（代表機関：公益財団法人海外漁業協力財団）,6010405010447,平成２９年度水産関係民間団体事業／国際漁業連携促進事業／鯨類資源等持続的利用国際推進事業,漁業協定等実施費補助金,Subsidy,NA,国認定,h29_youshiki1
MAFF,2017-04-25,2017 Apr,2017,25718000,日本特産農産物協会,公益財団法人日本特産農産物協会,公益財団法人日本特産農産物協会,4010405001118,大豆・麦・飼料用米等生産拡大支援事業／大豆価格形成安定化事業,国産農産物生産・供給体制強化対策事業費補助金,Subsidy,NA,国認定,h29_youshiki1
MAFF,2017-04-26,2017 Apr,2017,21775000,国土緑化推進機構,公益社団法人国土緑化推進機構,公益社団法人国土緑化推進機構,7010005017189,新たな木材需要創出総合プロジェクト事業／地域材利用促進／木づかい・森林づくり活動の全国的な展開／全国規模の緑化行事,林産物供給等振興事業費補助金,Subsidy,NA,国認定,h29_youshiki1
MAFF,2017-04-27,2017 Apr,2017,3042504000,中央畜産会,公益社団法人中央畜産会,公益社団法人中央畜産会,9010005013847,平成２９年度酪農経営体生産性向上緊急対策事業（労働負担軽減事業）,国産農産物生産・供給体制強化対策事業費補助金,Subsidy,NA,国認定,h29_youshiki1
MAFF,2017-04-27,2017 Apr,2017,8000000,中央畜産会,公益社団法人中央畜産会,公益社団法人中央畜産会,9010005013847,エコフィード増産対策事業,牛肉等関税財源飼料対策費補助金,Subsidy,NA,国認定,h29_youshiki1
MAFF,2017-04-28,2017 Apr,2017,10000000,国際農林業協働協会,公益社団法人国際農林業協働協会,公益社団法人国際農林業協働協会,8010405002616,ベトナム及びミャンマーにおける農業生産性・品質向上のための技術指導（ミャンマー）,政府開発援助食料安全保障確立対策事業費補助金,Subsidy,NA,国認定,h29_youshiki1
MAFF,2017-05-01,2017 May,2017,39000000,日本農林漁業振興会,公益財団法人日本農林漁業振興会,公益財団法人日本農林漁業振興会,2010405010186,農林水産顕彰等普及事業,農林水産調査研究普及費補助金,Subsidy,NA,国認定,h29_youshiki1
MAFF,2017-05-08,2017 May,2017,1001695000,全国農地保有合理化協会,公益社団法人全国農地保有合理化協会,公益社団法人全国農地保有合理化協会,2010005003185,農地中間管理機構事業／農地売買等支援事業,農地集積・集約化対策事業費補助金,Subsidy,NA,国認定,h29_youshiki1
MAFF,2017-05-08,2017 May,2017,47000000,国土緑化推進機構,公益社団法人国土緑化推進機構,公益社団法人国土緑化推進機構,7010005017189,新たな木材需要創出総合プロジェクト事業／地域材利用促進／木づかい・森林づくり活動の全国的な展開／地域材製品等の顕彰,林産物供給等振興事業費補助金,Subsidy,NA,国認定,h29_youshiki1
MAFF,2017-05-09,2017 May,2017,41587000,国際緑化推進センタ-,公益財団法人国際緑化推進センター,公益財団法人国際緑化推進センター,1010005018507,国際林業協力事業／途上国森林再生技術普及事業,政府開発援助国際林業協力事業費補助金,Subsidy,NA,国認定,h29_youshiki1
MAFF,2017-05-09,2017 May,2017,56129000,国際緑化推進センタ-,公益財団法人国際緑化推進センター,公益財団法人国際緑化推進センター,1010005018507,国際林業協力事業／途上国持続可能な森林経営推進事業,政府開発援助国際林業協力事業費補助金,Subsidy,NA,国認定,h29_youshiki1
MAFF,2017-05-10,2017 May,2017,5210000,日本動物用医薬品協会,公益社団法人日本動物用医薬品協会,公益社団法人日本動物用医薬品協会,5010005003827,動物用医薬品対策事業／動物用医薬品安全等対策事業／動物用医薬品国際基準等対策事業,食品の安全・消費者の信頼確保対策事業費補助金,Subsidy,NA,国認定,h29_youshiki1
MAFF,2017-05-10,2017 May,2017,3096000,日本動物用医薬品協会,公益社団法人日本動物用医薬品協会,公益社団法人日本動物用医薬品協会,5010005003827,動物用医薬品対策事業／動物用医薬品安全等対策事業／動物用医薬品の承認申請資料作成のためのガイドライン作成等事業,食品の安全・消費者の信頼確保対策事業費補助金,Subsidy,NA,国認定,h29_youshiki1
MAFF,2017-05-10,2017 May,2017,21399000,協会,公益社団法人日本農業法人協会,公益社団法人日本農業法人協会,3010005018892,輝く女性農業経営者育成事業／女性農業者のネットワーク促進と活躍推進／２　女性の活躍推進に取り組む農業法人等への支援,担い手育成・確保等対策事業費補助金,Subsidy,NA,国認定,h29_youshiki1
MAFF,2017-05-11,2017 May,2017,37565000,中央畜産会,公益社団法人中央畜産会,公益社団法人中央畜産会,9010005013847,家畜衛生対策事業／家畜生産農場清浄化支援対策事業,食料安全保障確立対策事業費補助金,Subsidy,NA,国認定,h29_youshiki1
MAFF,2017-05-12,2017 May,2017,21000000,国際農業者交流協会,公益社団法人国際農業者交流協会,公益社団法人国際農業者交流協会,4010805001948,アジア食料生産力・付加価値向上人材育成事業,政府開発援助食料安全保障確立対策事業費補助金,Subsidy,NA,国認定,h29_youshiki1
MAFF,2017-05-12,2017 May,2017,24000000,国際農林業協働協会,公益社団法人国際農林業協働協会,公益社団法人国際農林業協働協会,8010405002616,アフリカにおける地産地消（Ｃｈｉｓａｎ－Ｃｈｉｓｈｏ）活動普及検討調査事業,政府開発援助食料安全保障確立対策事業費補助金,Subsidy,NA,国認定,h29_youshiki1
MAFF,2017-05-12,2017 May,2017,15935000,全国和牛登録協会,公益社団法人全国和牛登録協会,公益社団法人全国和牛登録協会,9130005012804,家畜改良推進事業,牛肉等関税財源国産畜産物生産・供給体制強化対策費補助金,Subsidy,NA,国認定,h29_youshiki1
MAFF,2017-05-17,2017 May,2017,13500000,食品流通構造改善促進機構,公益財団法人食品流通構造改善促進機構,公益財団法人食品流通構造改善促進機構,6010005019129,農山漁村６次産業化対策事業／農山漁村の所得増大対策／６次産業化サポート事業／スマイルケア食普及対策事業,農山漁村６次産業化対策事業費補助金,Subsidy,NA,国認定,h29_youshiki1
MAFF,2017-05-17,2017 May,2017,20390000,食品流通構造改善促進機構,公益財団法人食品流通構造改善促進機構,公益財団法人食品流通構造改善促進機構,6010005019129,農山漁村６次産業化対策事業／農山漁村の所得増大対策／６次産業化サポート事業／外食・中食等における国産食材活用促進事業,農山漁村６次産業化対策事業費補助金,Subsidy,NA,国認定,h29_youshiki1
MAFF,2017-05-17,2017 May,2017,5660000000,中央果実協会,公益財団法人中央果実協会,公益財団法人中央果実協会,1010405010567,果樹農業好循環形成総合対策事業,国産農産物生産・供給体制強化対策事業費補助金,Subsidy,NA,国認定,h29_youshiki1
MAFF,2017-05-18,2017 May,2017,15000000,流通経済研究所,公益財団法人流通経済研究所,公益財団法人流通経済研究所,2010005019116,農山漁村６次産業化対策事業／再生可能エネルギーの導入促進／食品リサイクル促進等総合対策事業／食品ロス削減国民運動の展開事業,農山漁村６次産業化対策事業費補助金,Subsidy,NA,国認定,h29_youshiki1
MAFF,2017-05-19,2017 May,2017,20857000,流通経済研究所,公益財団法人流通経済研究所,公益財団法人流通経済研究所,2010005019116,農山漁村６次産業化対策事業／再生可能エネルギーの導入促進／食品リサイクル促進等総合対策事業／食品ロス削減国民運動の展開事業,農山漁村６次産業化対策事業費補助金,Subsidy,NA,国認定,h29_youshiki1
MAFF,2017-05-19,2017 May,2017,2071000,日本健康・栄養食品協会,公益財団法人日本健康・栄養食品協会,公益財団法人日本健康・栄養食品協会,6011105004953,農山漁村６次産業化対策事業／食品産業の強化／食品の品質管理体制強化対策事業,農山漁村６次産業化対策事業費補助金,Subsidy,NA,国認定,h29_youshiki1
MAFF,2017-05-19,2017 May,2017,10990000,日本乳業技術協会,公益財団法人日本乳業技術協会,公益財団法人日本乳業技術協会,8010005004178,乳製品国際規格策定活動支援事業,国産農産物生産・供給体制強化対策事業費補助金,Subsidy,NA,国認定,h29_youshiki1
MAFF,2017-05-23,2017 May,2017,30300000,中央畜産会,公益社団法人中央畜産会,公益社団法人中央畜産会,9010005013847,持続可能性配慮型飼養管理推進事業／ＧＡＰ取得チャレンジシステムの普及・啓発,国産農産物生産・供給体制強化対策事業費補助金,Subsidy,NA,国認定,h29_youshiki1
MAFF,2017-05-24,2017 May,2017,70000000,食品流通構造改善促進機構,公益財団法人食品流通構造改善促進機構,公益財団法人食品流通構造改善促進機構,6010005019129,食のサービス産業イノベーション推進対策事業／サービス産業イノベーション推進事業,国産農産物消費拡大対策事業費補助金,Subsidy,NA,国認定,h29_youshiki1
MAFF,2017-05-26,2017 May,2017,10000000,食品流通構造改善促進機構,公益財団法人食品流通構造改善促進機構,公益財団法人食品流通構造改善促進機構,6010005019129,食のサービス産業イノベーション推進対策事業／健康な食生活を支える地域・産業づくり推進事業／食産業における機能性農産物活用促進事業,国産農産物消費拡大対策事業費補助金,Subsidy,NA,国認定,h29_youshiki1
MAFF,2017-05-26,2017 May,2017,13058000,日本食品衛生協会,公益社団法人日本食品衛生協会,公益社団法人日本食品衛生協会,3011005000122,農山漁村６次産業化対策事業／食品産業の強化／食品の品質管理体制強化対策事業,農山漁村６次産業化対策事業費補助金,Subsidy,NA,国認定,h29_youshiki1
MAFF,2017-06-02,2017 Jun,2017,9000000,畜産技術協会,公益社団法人畜産技術協会,公益社団法人畜産技術協会,3010005003795,持続可能性配慮型飼養管理推進事業／動物福祉に関する飼養管理の指導等,国産農産物生産・供給体制強化対策事業費補助金,Subsidy,NA,国認定,h29_youshiki1
MAFF,2017-06-06,2017 Jun,2017,2500000,日本特産農産物協会,公益財団法人日本特産農産物協会,公益財団法人日本特産農産物協会,4010405001118,産地活性化総合対策事業／薬用作物等地域特産作物産地確立支援事業／地域特産作物産地確立支援事業,国産農産物生産・供給体制強化対策事業費補助金,Subsidy,NA,国認定,h29_youshiki1
MAFF,2017-06-08,2017 Jun,2017,7891000,食の安全・安心財団,公益財団法人食の安全・安心財団,公益財団法人食の安全・安心財団,4010405000094,農林水産物・食品輸出対策事業／農林水産物・食品の輸出対策／日本発食品安全管理規格策定推進事業／日本発の食品安全管理規格、ガイドラインの策定等の推進,農林水産物・食品輸出促進対策事業費補助金,Subsidy,NA,国認定,h29_youshiki1
MAFF,2017-06-20,2017 Jun,2017,6900000,中央畜産会,公益社団法人中央畜産会,公益社団法人中央畜産会,9010005013847,家畜衛生対策事業／農場生産衛生強化推進事業,食料安全保障確立対策事業費補助金,Subsidy,NA,国認定,h29_youshiki1
