granter_ministry,granter_jcn,grant_date,grant_month,grant_year,amount,amount_est,grantee_clean,grantee,grantee_detail,grantee_jcn,grant_name,description,grant_type,npo_type,admin_division,num_bidders,competitive_bid,contract_reason,govt_reemployees,filename
MLIT,NA,2012-04-02,2012 Apr,2012,23940000,24601500,関東地域づくり協会,一般社団法人関東地域づくり協会,"(特社)関東建設弘済会
埼玉県さいたま市大宮区吉敷町四丁目262番地16マルキュービル",NA,"分任支出負担行為担当官　
関東地方整備局
東京国道事務所長　
渡辺　学　
東京都千代田区九段南1-2-1九段第三合同庁舎","Ｈ24東京国道事務所施工プロセス検査・施工体制調査業務
東京都特別区　　　　　　　　　　　　　　　　　　　　　　　H24.4.1～H25.3.31　　　　　　　　　　　　　　　　　　　　　　　　土木関係建設コンサルタント業務",Public Works,特社,国所管,1,Competitive,NA,NA,h24_youshiki2-1
MLIT,NA,2012-04-02,2012 Apr,2012,14910000,15603000,関東地域づくり協会,一般社団法人関東地域づくり協会,"(特社)関東建設弘済会
埼玉県さいたま市大宮区吉敷町四丁目262番地16マルキュービル",NA,"分任支出負担行為担当官　
関東地方整備局
長野国道事務所長　
柳谷　哲　
長野県長野市鶴賀字中堰145",Ｈ24長野国道施工体制調査業務　　　　　　　　　　　　　　　　　長野県長野市　　　　　　　　　　　　　　　　　　　　　　　　　　　　　H24.4.1～H25.3.31　　　　　　　　　　　　　　　　　　　　　　　　　　土木関係建設コンサルタント業務,Public Works,特社,国所管,1,Competitive,NA,NA,h24_youshiki2-1
MLIT,NA,2012-04-02,2012 Apr,2012,23205000,30145500,関東地域づくり協会,一般社団法人関東地域づくり協会,"(特社)関東建設弘済会
埼玉県さいたま市大宮区吉敷町四丁目262番地16マルキュービル",NA,"分任支出負担行為担当官　
関東地方整備局
常陸河川国道事務所長　
久保田　一　
茨城県水戸市千波町1962の2",Ｈ24常陸河川国道事務所施工体制調査業務　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　茨城県水戸市　　　　　　　　　　　　　　　　　　　　　　　　　　　　H24.4.1～H25.3.31　　　　　　　　　　　　　　　　　　　　　　　　　　　　土木関係建設コンサルタント業務,Public Works,特社,国所管,2,Competitive,NA,NA,h24_youshiki2-1
MLIT,NA,2012-04-02,2012 Apr,2012,14332500,18469500,関東地域づくり協会,一般社団法人関東地域づくり協会,"(特社)関東建設弘済会
埼玉県さいたま市大宮区吉敷町四丁目262番地16マルキュービル",NA,"分任支出負担行為担当官　
関東地方整備局
国営昭和記念公園事務所長　
五十嵐　康之　
東京都立川市緑町3173番地",H24国営武蔵丘陵森林公園工事監督支援業務　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　埼玉県比企郡滑川町～埼玉県熊谷市　　　　　　　　　　　　　　　　　　　　　　　H24.4.1～H25.3.31　　　　　　　　　　　　　　　　　　　　　　　　　　土木関係建設コンサルタント業務,Public Works,特社,国所管,7,Competitive,NA,NA,h24_youshiki2-1
MLIT,NA,2012-04-02,2012 Apr,2012,8400000,8746500,関東地域づくり協会,一般社団法人関東地域づくり協会,"(特社)関東建設弘済会
埼玉県さいたま市大宮区吉敷町四丁目262番地16マルキュービル",NA,"分任支出負担行為担当官　
関東地方整備局
大宮国道事務所長　
辻　保人　
埼玉県さいたま市北区吉野町1-435",平成24年度大宮国道道路許認可審査・適正化指導業務　　　　　　　　　　　　　　埼玉県さいたま市　　　　　　　　　　　　　　　　　　　　H24.4.1～H24.5.31　　　　　　　　　　　　　　　　　　　　　土木関係建設コンサルタント業務,Public Works,特社,国所管,1,Negotiated,"会計法第29条の3第4項　予算決算及び会計令第102条の4第3号
　Ｈ24・25大宮国道道路許認可審査・適正化指導業務(その2)が不調に終わり、再公告の手続きを行っているが、契約までに2ヶ月程度の業務の空白が生じることになり、職員のみでの対応では支障が生じる。Ｈ24・25大宮国道道路許認可審査・適正化指導業務(その1)を請負った(社)関東建設弘済会は、前年度業務を請け負っていることから大宮国道の地域特性や許認可審査・適正化指導業務に精通しており、2ヶ月間窓口業務等に支障をきたさないため緊急に契約が必要であるため、これらの条件を満たす唯一の法人として随意契約を行うものである。",4,h24_youshiki2-2
CAO,NA,2012-04-06,2012 Apr,2012,53550000,55214825,港湾空港総合技術センター,一般財団法人港湾空港総合技術センター,"財団法人港湾空港建設技術サービスセンター 
東京都千代田区霞が関３ー３ー１",NA,"支出負担行為担当官
沖縄総合事務局開発建設部長 中野　則夫
沖縄県那覇市おもろまち２丁目１番１号","港湾空港技術審査補助業務
沖縄県那覇市おもろまち２丁目１番地１号
H24.4.2～H25.3.29
土木関係建設コンサルタント業務",Public Works,特財,国所管,1,Competitive,NA,NA,h24_youshiki2-1
CAO,NA,2012-04-06,2012 Apr,2012,10500000,10557639,港湾空港総合技術センター,一般財団法人港湾空港総合技術センター,"財団法人港湾空港建設技術サービスセンター 
東京都千代田区霞が関３ー３ー１",NA,"支出負担行為担当官
沖縄総合事務局開発建設部長 中野　則夫
沖縄県那覇市おもろまち２丁目１番１号","新石垣航空基地エプロン舗装その他工事品質監視等補助業務
沖縄県石垣市字盛山東牛種子（新石垣空港内）
H24.4.7～H24.10.31
土木関係建設コンサルタント業務",Public Works,特財,国所管,1,Competitive,NA,NA,h24_youshiki2-1
CAO,NA,2012-04-06,2012 Apr,2012,42000000,45260250,港湾空港総合技術センター,一般財団法人港湾空港総合技術センター,"財団法人港湾空港建設技術サービスセンター 
東京都千代田区霞が関３ー３ー１",NA,"分任支出負担行為担当官
沖縄総合事務局那覇港湾・空港整備事務所長　酒井　洋一
沖縄県那覇市港町2丁目6番11号","中城湾港発注補助業務
中城湾港出張所及び当局調査職員が指定する場所
H24.4.2～H25.3.29
土木関係建設コンサルタント業務",Public Works,特財,国所管,1,Competitive,NA,NA,h24_youshiki2-1
CAO,NA,2012-04-06,2012 Apr,2012,46200000,47725650,港湾空港総合技術センター,一般財団法人港湾空港総合技術センター,"財団法人港湾空港建設技術サービスセンター 
東京都千代田区霞が関３ー３ー１",NA,"分任支出負担行為担当官
沖縄総合事務局那覇港湾・空港整備事務所長　酒井　洋一
沖縄県那覇市港町2丁目6番11号","那覇空港発注補助業務
那覇港湾・空港整備事務所第二工事課及び当局調査職員が指定する場所
H24.4.2～H26.3.31
土木関係建設コンサルタント業務",Public Works,特財,国所管,1,Competitive,NA,NA,h24_youshiki2-1
CAO,NA,2012-04-06,2012 Apr,2012,81900000,83781600,港湾空港総合技術センター,一般財団法人港湾空港総合技術センター,"財団法人港湾空港建設技術サービスセンター 
東京都千代田区霞が関３ー３ー１",NA,"分任支出負担行為担当官
沖縄総合事務局那覇港湾・空港整備事務所長　酒井　洋一
沖縄県那覇市港町2丁目6番11号","那覇港発注補助業務
那覇港の対象工事現場（調査現場を含む）
H24.4.2～H25.3.29
土木関係建設コンサルタント業務",Public Works,特財,国所管,1,Competitive,NA,NA,h24_youshiki2-1
CAO,NA,2012-04-06,2012 Apr,2012,68250000,69702150,港湾空港総合技術センター,一般財団法人港湾空港総合技術センター,"財団法人港湾空港建設技術サービスセンター 
東京都千代田区霞が関３ー３ー１",NA,"分任支出負担行為担当官
沖縄総合事務局那覇港湾・空港整備事務所長　酒井　洋一
沖縄県那覇市港町2丁目6番11号","中城湾港品質監視等補助業務
中城湾港出張所及び当局調査職員が指定する場所
H24.4.2～H26.3.31
土木関係建設コンサルタント業務",Public Works,特財,国所管,1,Competitive,NA,NA,h24_youshiki2-1
CAO,NA,2012-04-06,2012 Apr,2012,35700000,36502714,港湾空港総合技術センター,一般財団法人港湾空港総合技術センター,"財団法人港湾空港建設技術サービスセンター 
東京都千代田区霞が関３ー３ー１",NA,"分任支出負担行為担当官
沖縄総合事務局平良港湾事務所長　知花　包信
沖縄県宮古島市平良字西里７－２１","平良港発注補助業務
平良港の対象工事現場（調査現場を含む）
H24.4.2～H25.3.29
土木関係建設コンサルタント業務",Public Works,特財,国所管,1,Competitive,NA,NA,h24_youshiki2-1
CAO,NA,2012-04-06,2012 Apr,2012,34650000,35151539,港湾空港総合技術センター,一般財団法人港湾空港総合技術センター,"財団法人港湾空港建設技術サービスセンター 
東京都千代田区霞が関３ー３ー１",NA,"分任支出負担行為担当官
沖縄総合事務局平良港湾事務所長　知花　包信
沖縄県宮古島市平良字西里７－２１","平良港品質監視等補助業務
平良港の対象工事現場（調査現場を含む）及び当局調査職員が指定する場所
H24.4.2～H25.3.29
土木関係建設コンサルタント業務",Public Works,特財,国所管,1,Competitive,NA,NA,h24_youshiki2-1
CAO,NA,2012-04-06,2012 Apr,2012,59850000,62295450,港湾空港総合技術センター,一般財団法人港湾空港総合技術センター,"財団法人港湾空港建設技術サービスセンター 
東京都千代田区霞が関３ー３ー１",NA,"分任支出負担行為担当官
沖縄総合事務局石垣港湾事務所長　林 健太郎
沖縄県石垣市美崎町１－１０","石垣港発注補助業務
石垣港湾事務所の対象工事現場（調査現場を含む）
H24.4.2～H26.3.31
土木関係建設コンサルタント業務",Public Works,特財,国所管,1,Competitive,NA,NA,h24_youshiki2-1
CAO,NA,2012-04-06,2012 Apr,2012,34650000,35500500,港湾空港総合技術センター,一般財団法人港湾空港総合技術センター,"財団法人港湾空港建設技術サービスセンター 
東京都千代田区霞が関３ー３ー１",NA,"分任支出負担行為担当官
沖縄総合事務局石垣港湾事務所長　林 健太郎
沖縄県石垣市美崎町１－１０","石垣港品質監視等補助業務
石垣港湾事務所の対象工事現場（調査現場を含む）及び当局調査職員が指定する場所
H24.4.2～H25.3.29
土木関係建設コンサルタント業務",Public Works,特財,国所管,1,Competitive,NA,NA,h24_youshiki2-1
MAFF,NA,2012-04-06,2012 Apr,2012,4305000,5733000,地域環境資源センター,一般社団法人地域環境資源センター,"社団法人地域環境資源センター
東京都港区新橋五丁目34番4号",NA,"分任支出負担行為担当官　東北農政局米沢平野農業水利事業所長　相澤顕之
山形県米沢市駅前三丁目1-19","米沢平野二期農業水利事業環境配慮モニタリング調査業務
山形県米沢市及び東置賜郡高畠町
平成24年4月9日～平成25年3月19日
建設コンサルタント
",Public Works,特社,国所管,5,Competitive,NA,NA,h24_youshiki2-1
MLIT,NA,2012-04-06,2012 Apr,2012,52500000,55755000,中国建設弘済会,一般社団法人中国建設弘済会,"(特社)中国建設弘済会
広島市中区八丁堀15-10　セントラルビル4階",NA,"分任支出負担行為担当官　
中国地方整備局
出雲河川事務所長　舘　健一郎
島根県出雲市塩冶有原町5-1","斐伊川・神戸川河川巡視支援業務
出雲河川事務所管内
履行期限　平成26年3月31日
土木関係コンサルタント",Public Works,特社,国所管,1,Competitive,NA,NA,h24_youshiki2-1
MLIT,NA,2012-04-06,2012 Apr,2012,80850000,87202500,中国建設弘済会,一般社団法人中国建設弘済会,"(特社)中国建設弘済会
広島市中区八丁堀15-10　セントラルビル4階",NA,"分任支出負担行為担当官　
中国地方整備局
出雲河川事務所長　舘　健一郎
島根県出雲市塩冶有原町5-1","中海・宍道湖河川巡視支援業務
出雲河川事務所管内
履行期限　平成26年3月31日
土木関係コンサルタント",Public Works,特社,国所管,2,Competitive,NA,NA,h24_youshiki2-1
MLIT,NA,2012-04-06,2012 Apr,2012,41580000,42189000,中国建設弘済会,一般社団法人中国建設弘済会,"(特社)中国建設弘済会
広島市中区八丁堀15-10　セントラルビル4階",NA,"分任支出負担行為担当官　
中国地方整備局
出雲河川事務所長　舘　健一郎
島根県出雲市塩冶有原町5-1","出雲河川許認可審査支援業務
出雲河川事務所管内
履行期限　平成26年3月31日
土木関係建設コンサルタント業務",Public Works,特社,国所管,1,Competitive,NA,NA,h24_youshiki2-1
MLIT,NA,2012-04-06,2012 Apr,2012,38640000,38871000,中国建設弘済会,一般社団法人中国建設弘済会,"(特社)中国建設弘済会
広島市中区八丁堀15-10　セントラルビル4階",NA,"支出負担行為担当官　
中国地方整備局長　戸田　和彦
広島県広島市中区上八丁堀6-30","中国地方整備局技術審査業務
広島県広島市中区
履行期限　平成25年3月29日
土木関係建設コンサルタント業務",Public Works,特社,国所管,1,Competitive,NA,NA,h24_youshiki2-1
MLIT,NA,2012-04-06,2012 Apr,2012,84000000,85375500,中国建設弘済会,一般社団法人中国建設弘済会,"(特社)中国建設弘済会
広島市中区八丁堀15-10　セントラルビル4階",NA,"分任支出負担行為担当官　
中国地方整備局
岡山河川事務所長　植田　彰
岡山県岡山市北区鹿田町2-4-36","岡山三河川巡視支援業務
岡山河川事務所管内
履行期限　平成26年3月31日
土木関係建設コンサルタント業務",Public Works,特社,国所管,1,Competitive,NA,NA,h24_youshiki2-1
MLIT,NA,2012-04-06,2012 Apr,2012,47985000,48730500,中国建設弘済会,一般社団法人中国建設弘済会,"(特社)中国建設弘済会
広島市中区八丁堀15-10　セントラルビル4階",NA,"分任支出負担行為担当官　
中国地方整備局
岡山河川事務所長　植田　彰
岡山県岡山市北区鹿田町2-4-36","百間川河口水門管理支援業務
岡山県岡山市中区沖元地先
履行期限　平成26年3月31日
土木関係建設コンサルタント業務",Public Works,特社,国所管,1,Competitive,NA,NA,h24_youshiki2-1
MLIT,NA,2012-04-06,2012 Apr,2012,82635000,103393500,中国建設弘済会,一般社団法人中国建設弘済会,"(特社)中国建設弘済会
広島市中区八丁堀15-10　セントラルビル4階",NA,"分任支出負担行為担当官　
中国地方整備局
岡山国道事務所長　岩見　吉輝
岡山県岡山市北区富町2-19-12","岡山国道玉島笠岡道路外工事監督支援業務
玉島笠岡道路、倉敷立体及び笠岡バイパス監督員管内
履行期限　平成26年3月31日
土木関係建設コンサルタント業務",Public Works,特社,国所管,1,Competitive,NA,NA,h24_youshiki2-1
MLIT,NA,2012-04-06,2012 Apr,2012,34650000,35185500,中国建設弘済会,一般社団法人中国建設弘済会,"(特社)中国建設弘済会
広島市中区八丁堀15-10　セントラルビル4階",NA,"分任支出負担行為担当官　
中国地方整備局
岡山国道事務所長　岩見　吉輝
岡山県岡山市北区富町2-19-12","岡山国道技術審査業務
岡山県岡山市
履行期限　平成26年3月31日
土木関係建設コンサルタント業務",Public Works,特社,国所管,1,Competitive,NA,NA,h24_youshiki2-1
MLIT,NA,2012-04-06,2012 Apr,2012,48825000,49602000,中国建設弘済会,一般社団法人中国建設弘済会,"(特社)中国建設弘済会
広島市中区八丁堀15-10　セントラルビル4階",NA,"分任支出負担行為担当官　
中国地方整備局
岡山国道事務所長　岩見　吉輝
岡山県岡山市北区富町2-19-12","岡山国道交通対策課積算技術業務
岡山県岡山市
履行期限　平成26年3月31日
土木関係建設コンサルタント業務",Public Works,特社,国所管,1,Competitive,NA,NA,h24_youshiki2-1
MLIT,NA,2012-04-06,2012 Apr,2012,27405000,29421000,中国建設弘済会,一般社団法人中国建設弘済会,"(特社)中国建設弘済会
広島市中区八丁堀15-10　セントラルビル4階",NA,"分任支出負担行為担当官　
中国地方整備局
広島国道事務所長　三橋　勝彦
広島県広島市南区東雲2-13-28","広島国道共同溝外積算技術業務
広島国道事務所管内
履行期限　平成26年3月31日
土木関係建設コンサルタント業務",Public Works,特社,国所管,1,Competitive,NA,NA,h24_youshiki2-1
MLIT,NA,2012-04-06,2012 Apr,2012,32655000,32991000,中国建設弘済会,一般社団法人中国建設弘済会,"(特社)中国建設弘済会
広島市中区八丁堀15-10　セントラルビル4階",NA,"分任支出負担行為担当官　
中国地方整備局
広島国道事務所長　三橋　勝彦
広島県広島市南区東雲2-13-28","広島国道技術審査業務
広島国道事務所管内
履行期限　平成26年3月31日
土木関係建設コンサルタント業務",Public Works,特社,国所管,1,Competitive,NA,NA,h24_youshiki2-1
MLIT,NA,2012-04-06,2012 Apr,2012,27909000,36414000,中国建設弘済会,一般社団法人中国建設弘済会,"(特社)中国建設弘済会
広島市中区八丁堀15-10　セントラルビル4階",NA,"分任支出負担行為担当官　
中国地方整備局
広島国道事務所長　三橋　勝彦
広島県広島市南区東雲2-13-28","西条維持修繕工事監督支援業務
西条維持出張所管内
履行期限　平成26年3月31日
土木関係建設コンサルタント業務",Public Works,特社,国所管,1,Competitive,NA,NA,h24_youshiki2-1
MLIT,NA,2012-04-06,2012 Apr,2012,20580000,20695500,中国建設弘済会,一般社団法人中国建設弘済会,"(特社)中国建設弘済会
広島市中区八丁堀15-10　セントラルビル4階",NA,"分任支出負担行為担当官　
中国地方整備局
三次河川国道事務所長　松浦　勇治
広島県三次市十日市西6-2-1","三次道路管理支援業務
三次河川国道事務所管内
履行期限　平成26年3月31日
土木関係建設コンサルタント業務",Public Works,特社,国所管,1,Competitive,NA,NA,h24_youshiki2-1
MLIT,NA,2012-04-06,2012 Apr,2012,20895000,21073500,中国建設弘済会,一般社団法人中国建設弘済会,"(特社)中国建設弘済会
広島市中区八丁堀15-10　セントラルビル4階",NA,"分任支出負担行為担当官　
中国地方整備局
三次河川国道事務所長　松浦　勇治
広島県三次市十日市西6-2-1","三次特車申請支援業務
三次河川国道事務所管内
履行期限　平成26年3月31日
土木関係建設コンサルタント業務",Public Works,特社,国所管,1,Competitive,NA,NA,h24_youshiki2-1
MLIT,NA,2012-04-06,2012 Apr,2012,10080000,10248000,中国建設弘済会,一般社団法人中国建設弘済会,"(特社)中国建設弘済会
広島市中区八丁堀15-10　セントラルビル4階",NA,"分任支出負担行為担当官　
中国地方整備局
三次河川国道事務所長　松浦　勇治
広島県三次市十日市西6-2-1","三次河川国道事務所技術審査業務
三次河川国道事務所管内
履行期限　平成25年3月29日
土木関係建設コンサルタント業務",Public Works,特社,国所管,1,Competitive,NA,NA,h24_youshiki2-1
MLIT,NA,2012-04-06,2012 Apr,2012,47355000,49822500,中国建設弘済会,一般社団法人中国建設弘済会,"(特社)中国建設弘済会
広島市中区八丁堀15-10　セントラルビル4階",NA,"分任支出負担行為担当官　
中国地方整備局
三次河川国道事務所長　松浦　勇治
広島県三次市十日市西6-2-1","三次積算技術業務
三次河川国道事務所管内
履行期限　平成25年3月29日
土木関係建設コンサルタント業務",Public Works,特社,国所管,1,Competitive,NA,NA,h24_youshiki2-1
MLIT,NA,2012-04-06,2012 Apr,2012,80955000,81354000,中国建設弘済会,一般社団法人中国建設弘済会,"(特社)中国建設弘済会
広島市中区八丁堀15-10　セントラルビル4階",NA,"分任支出負担行為担当官　
中国地方整備局
三次河川国道事務所長　松浦　勇治
広島県三次市十日市西6-2-1","灰塚ダム管理支援業務
広島県三次市三良坂町～吉舎町安田及び庄原市総領町地先
履行期限　平成26年3月31日
土木関係建設コンサルタント業務",Public Works,特社,国所管,1,Competitive,NA,NA,h24_youshiki2-1
MLIT,NA,2012-04-06,2012 Apr,2012,11130000,11256000,中国建設弘済会,一般社団法人中国建設弘済会,"(特社)中国建設弘済会
広島市中区八丁堀15-10　セントラルビル4階",NA,"分任支出負担行為担当官　
中国地方整備局
山口河川国道事務所長　池田　憲二
山口県防府市国衙1-10-20","山口東部改築積算技術業務
山口県防府市
履行期限　平成25年3月29日
土木関係建設コンサルタント業務",Public Works,特社,国所管,1,Competitive,NA,NA,h24_youshiki2-1
MLIT,NA,2012-04-06,2012 Apr,2012,8400000,8484000,中国建設弘済会,一般社団法人中国建設弘済会,"(特社)中国建設弘済会
広島市中区八丁堀15-10　セントラルビル4階",NA,"分任支出負担行為担当官　
中国地方整備局
山口河川国道事務所長　池田　憲二
山口県防府市国衙1-10-20","山口河川国道技術審査業務
山口県防府市
履行期限　平成25年3月31日
土木関係建設コンサルタント業務",Public Works,特社,国所管,1,Competitive,NA,NA,h24_youshiki2-1
MLIT,NA,2012-04-06,2012 Apr,2012,17220000,17461500,中国建設弘済会,一般社団法人中国建設弘済会,"(特社)中国建設弘済会
広島市中区八丁堀15-10　セントラルビル4階",NA,"分任支出負担行為担当官　
中国地方整備局
山口河川国道事務所長　池田　憲二
山口県防府市国衙1-10-20","山口河川関係積算技術業務
山口県防府市
履行期限　平成25年3月29日
土木関係建設コンサルタント業務",Public Works,特社,国所管,1,Competitive,NA,NA,h24_youshiki2-1
MLIT,NA,2012-04-06,2012 Apr,2012,78225000,78372000,中国建設弘済会,一般社団法人中国建設弘済会,"(特社)中国建設弘済会
広島市中区八丁堀15-10　セントラルビル4階",NA,"分任支出負担行為担当官　
中国地方整備局
山口河川国道事務所長　池田　憲二
山口県防府市国衙1-10-20","島地川ダム管理支援業務
山口県周南市高瀬地先
履行期限　平成26年3月31日
土木関係建設コンサルタント業務",Public Works,特社,国所管,1,Competitive,NA,NA,h24_youshiki2-1
MLIT,NA,2012-04-06,2012 Apr,2012,58170000,69289500,中国建設弘済会,一般社団法人中国建設弘済会,"(特社)中国建設弘済会
広島市中区八丁堀15-10　セントラルビル4階",NA,"分任支出負担行為担当官　
中国地方整備局
松江国道事務所長　清水　純
島根県松江市西津田2-6-28","松江地区工事監督支援業務
松江維持出張所管内
履行期限　平成26年3月31日
土木関係建設コンサルタント業務",Public Works,特社,国所管,4,Competitive,NA,NA,h24_youshiki2-1
MLIT,NA,2012-04-06,2012 Apr,2012,90982500,118797000,中国建設弘済会,一般社団法人中国建設弘済会,"(特社)中国建設弘済会
広島市中区八丁堀15-10　セントラルビル4階",NA,"分任支出負担行為担当官　
中国地方整備局
倉吉河川国道事務所長　角田　文敏
鳥取県倉吉市福庭町1-18","倉吉改築積算技術業務
鳥取県倉吉市福庭町1丁目18番地
履行期限　平成26年3月31日
土木関係建設コンサルタント業務",Public Works,特社,国所管,2,Competitive,NA,NA,h24_youshiki2-1
MLIT,NA,2012-04-06,2012 Apr,2012,14700000,14899500,中国建設弘済会,一般社団法人中国建設弘済会,"(特社)中国建設弘済会
広島市中区八丁堀15-10　セントラルビル4階",NA,"分任支出負担行為担当官　
中国地方整備局
倉吉河川国道事務所長　角田　文敏
鳥取県倉吉市福庭町1-18","倉吉外技術審査業務
鳥取県鳥取市青谷町～米子市陰田町地内
履行期限　平成25年3月29日
土木関係建設コンサルタント業務",Public Works,特社,国所管,1,Competitive,NA,NA,h24_youshiki2-1
MLIT,NA,2012-04-06,2012 Apr,2012,21735000,21997500,中国建設弘済会,一般社団法人中国建設弘済会,"(特社)中国建設弘済会
広島市中区八丁堀15-10　セントラルビル4階",NA,"分任支出負担行為担当官　
中国地方整備局
倉吉河川国道事務所長　角田　文敏
鳥取県倉吉市福庭町1-18","倉吉特車申請支援業務
鳥取県倉吉市
履行期限　平成26年3月31日
土木関係建設コンサルタント業務",Public Works,特社,国所管,1,Competitive,NA,NA,h24_youshiki2-1
MLIT,NA,2012-04-06,2012 Apr,2012,58275000,58999500,中国建設弘済会,一般社団法人中国建設弘済会,"(特社)中国建設弘済会
広島市中区八丁堀15-10　セントラルビル4階",NA,"分任支出負担行為担当官　
中国地方整備局
倉吉河川国道事務所長　角田　文敏
鳥取県倉吉市福庭町1-18","倉吉道路管理支援業務
鳥取県鳥取市青谷町～鳥取県米子市
履行期限　平成26年3月31日
土木関係建設コンサルタント業務",Public Works,特社,国所管,1,Competitive,NA,NA,h24_youshiki2-1
MLIT,NA,2012-04-06,2012 Apr,2012,33148500,41443500,中国建設弘済会,一般社団法人中国建設弘済会,"(特社)中国建設弘済会
広島市中区八丁堀15-10　セントラルビル4階",NA,"分任支出負担行為担当官　
中国地方整備局
太田川河川事務所長　宮川　勇二
広島県広島市中区八丁堀3-20","太田川河川許認可審査支援業務
太田川河川事務所己斐出張所及び大芝・可部出張所
履行期限　平成26年3月31日
土木関係建設コンサルタント業務",Public Works,特社,国所管,2,Competitive,NA,NA,h24_youshiki2-1
MLIT,NA,2012-04-06,2012 Apr,2012,88830000,89313000,中国建設弘済会,一般社団法人中国建設弘済会,"(特社)中国建設弘済会
広島市中区八丁堀15-10　セントラルビル4階",NA,"分任支出負担行為担当官　
中国地方整備局
太田川河川事務所長　宮川　勇二
広島県広島市中区八丁堀3-20","太田川・小瀬川河川巡視支援業務
太田川・小瀬川管内
履行期限　平成26年3月31日
土木関係建設コンサルタント業務",Public Works,特社,国所管,1,Competitive,NA,NA,h24_youshiki2-1
MLIT,NA,2012-04-06,2012 Apr,2012,84840000,110796000,中国建設弘済会,一般社団法人中国建設弘済会,"(特社)中国建設弘済会
広島市中区八丁堀15-10　セントラルビル4階",NA,"分任支出負担行為担当官　
中国地方整備局
鳥取河川国道事務所長　田中　衛
鳥取県鳥取市田園町4-400","駟馳山バイパス他積算技術業務
鳥取河川国道事務所管内
履行期限　平成26年3月31日
土木関係建設コンサルタント業務",Public Works,特社,国所管,2,Competitive,NA,NA,h24_youshiki2-1
MLIT,NA,2012-04-06,2012 Apr,2012,61110000,79800000,中国建設弘済会,一般社団法人中国建設弘済会,"(特社)中国建設弘済会
広島市中区八丁堀15-10　セントラルビル4階",NA,"分任支出負担行為担当官　
中国地方整備局
鳥取河川国道事務所長　田中　衛
鳥取県鳥取市田園町4-400","鳥取西道路積算技術業務
鳥取河川国道事務所管内
履行期限　平成26年3月31日
土木関係建設コンサルタント業務",Public Works,特社,国所管,2,Competitive,NA,NA,h24_youshiki2-1
MLIT,NA,2012-04-06,2012 Apr,2012,22470000,22764000,中国建設弘済会,一般社団法人中国建設弘済会,"(特社)中国建設弘済会
広島市中区八丁堀15-10　セントラルビル4階",NA,"分任支出負担行為担当官　
中国地方整備局
鳥取河川国道事務所長　田中　衛
鳥取県鳥取市田園町4-400","鳥取技術審査業務
鳥取河川国道事務所
履行期限　平成25年3月31日
土木関係建設コンサルタント業務",Public Works,特社,国所管,1,Competitive,NA,NA,h24_youshiki2-1
MLIT,NA,2012-04-06,2012 Apr,2012,25095000,32770500,中国建設弘済会,一般社団法人中国建設弘済会,"(特社)中国建設弘済会
広島市中区八丁堀15-10　セントラルビル4階",NA,"分任支出負担行為担当官　
中国地方整備局
鳥取河川国道事務所長　田中　衛
鳥取県鳥取市田園町4-400","鳥取交安積算技術業務
鳥取河川国道事務所管内
履行期限　平成26年3月31日
土木関係建設コンサルタント業務",Public Works,特社,国所管,2,Competitive,NA,NA,h24_youshiki2-1
MLIT,NA,2012-04-06,2012 Apr,2012,75180000,75694500,中国建設弘済会,一般社団法人中国建設弘済会,"(特社)中国建設弘済会
広島市中区八丁堀15-10　セントラルビル4階",NA,"分任支出負担行為担当官　
中国地方整備局
日野川河川事務所長　田尾　和也
鳥取県米子市古豊千678","菅沢ダム管理支援業務
鳥取県日野郡日南町
履行期限　平成26年3月31日
土木関係建設コンサルタント業務",Public Works,特社,国所管,1,Competitive,NA,NA,h24_youshiki2-1
MLIT,NA,2012-04-06,2012 Apr,2012,79800000,80671500,中国建設弘済会,一般社団法人中国建設弘済会,"(特社)中国建設弘済会
広島市中区八丁堀15-10　セントラルビル4階",NA,"分任支出負担行為担当官　
中国地方整備局
八田原ダム管理所長　横部　幸裕
広島県世羅郡世羅町大字小谷字苦谷山1100-1","八田原ダム管理支援業務
八田原ダム管理所管内
履行期限　平成26年3月31日
土木関係建設コンサルタント業務",Public Works,特社,国所管,1,Competitive,NA,NA,h24_youshiki2-1
MLIT,NA,2012-04-06,2012 Apr,2012,67200000,68649000,中国建設弘済会,一般社団法人中国建設弘済会,"(特社)中国建設弘済会
広島市中区八丁堀15-10　セントラルビル4階",NA,"分任支出負担行為担当官　
中国地方整備局
浜田河川国道事務所長　高橋　広幸
島根県浜田市相生町3973","浜田河川国道事務所工務課積算技術業務
浜田河川国道事務所管内
履行期限　平成25年3月29日
土木関係建設コンサルタント業務",Public Works,特社,国所管,1,Competitive,NA,NA,h24_youshiki2-1
MLIT,NA,2012-04-06,2012 Apr,2012,57750000,60616500,中国建設弘済会,一般社団法人中国建設弘済会,"(特社)中国建設弘済会
広島市中区八丁堀15-10　セントラルビル4階",NA,"分任支出負担行為担当官　
中国地方整備局
浜田河川国道事務所長　高橋　広幸
島根県浜田市相生町3973","高津川・江の川河川巡視支援業務
浜田河川国道事務所管内
履行期限　平成26年3月31日
土木関係建設コンサルタント業務",Public Works,特社,国所管,2,Competitive,NA,NA,h24_youshiki2-1
